0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
34,d_19980201,9.2,4.5,1,0.4,0.1,0,56.9,43.4,21.5,12.5,4.8
29.8,d_19980301,8.9,5.1,1.4,0.4,0.1,0,61.5,47.3,23.7,13.8,5.2
33,d_19980401,9.3,4.5,0.9,0.2,0,0,57.8,43.4,22.5,13.2,5.3
36.6,d_19980501,12.9,7.6,2.1,0.9,0.2,0,50.6,37.4,20.1,13.5,7.2
35.3,d_19980601,10.4,5,1.2,0.5,0,0,54.2,41.2,23.8,15.6,7.5
30.9,d_19980701,13.1,7.8,2.5,0.9,0.1,0,56,44.3,25.2,16,8
33.4,d_19980801,11,5.8,1.4,0.5,0.1,0,55.7,43.1,22.7,13.4,5.7
32.5,d_19980901,13.6,8.5,3.8,2,0.7,0,53.9,41.4,23.4,15.9,8.7
32.9,d_19981001,11.4,6.7,2.4,0.9,0.2,0,55.7,41.8,25.1,17.1,9.3
33.7,d_19981101,14.1,8.4,2.8,1.2,0.3,0,52.3,39.1,20,11.7,4.8
35.9,d_19981201,19.7,12.9,5.6,3,1.1,0,44.4,30.7,13.3,6.8,2.4
34.2,d_19990101,16.9,10.5,3.6,1.4,0.3,0,48.9,35.6,16.6,8.6,3
31.7,d_19990201,18.5,12.3,4.6,1.9,0.3,0,49.7,38,18.3,9,3.4
37.6,d_19990301,23,15,5.7,2.6,0.5,0,39.5,29.2,14.1,7.7,3.1
35.7,d_19990401,21.5,12.5,3.2,1,0.1,0,42.8,32.2,17.7,10.9,4.6
34.3,d_19990501,21,12.8,3.6,1.1,0.1,0,44.9,33.9,19.3,11.9,4.7
29.3,d_19990601,21.9,15.1,5.4,2.1,0.2,0,48.8,37.6,22.4,14.4,6.5
38.9,d_19990701,21.7,14.1,5.9,2.5,0.5,0,39.5,27.3,12.4,6.3,2.4
40.4,d_19990801,23.7,14.7,5.2,1.8,0.3,0,35.9,24.9,10.2,5.2,1.8
40,d_19990901,20.9,12.2,3.6,1.4,0.2,0,39,26.9,10.8,5.8,1.8
38.6,d_19991001,33.5,23.1,8.2,3.5,1,0,27.9,16.5,6,2.9,1
37.4,d_19991101,39.4,28.3,11.7,5.9,2.2,0,23.2,13.8,5,2.3,0.8
34.5,d_19991201,42.8,32.4,14.2,6.4,1.8,0,22.8,13.6,5,2.4,0.8
38,d_20000101,47.3,33.6,15.5,7.1,1.7,0,14.9,8.4,3,1.5,0.6
42.6,d_20000201,43.9,31.2,14.4,7.2,2,0,13.5,7.2,2.2,1.2,0.5
36,d_20000301,47.7,36.9,22,13.8,5.3,0,16.3,10,3.3,1.5,0.6
32.8,d_20000401,51.7,40.6,23.7,14.5,6.1,0,15.6,10.1,5,2.7,1.1
31.7,d_20000501,56.1,41.7,20.5,11.6,4.8,0,12.1,8.4,4.7,3.1,1.6
40.6,d_20000601,47.7,33.6,14.5,7,1.8,0,11.8,5.9,1.2,0.3,0.1
40.7,d_20000701,43.5,30.4,14.6,9.1,4.2,0,15.8,8.5,2.5,0.8,0.1
41.1,d_20000801,41,28.3,13.1,8,4,0,18,10.8,3.4,1.5,0.4
38.9,d_20000901,40.4,28.5,12.3,6.5,2.7,0,20.6,12.5,4,1.7,0.5
45.4,d_20001001,31.7,20.4,9.2,5.8,3.1,0,23,13.4,4.3,1.5,0.2
47,d_20001101,31.3,19.8,6.2,2.6,0.6,0,21.5,12.1,3.4,1.3,0.2
40.7,d_20001201,41.7,28.2,10.4,4.4,0.9,0,17.5,10.6,3.6,1.4,0.4
41.1,d_20010101,40.8,28.2,12.7,7.3,2.8,0,18.4,11.3,4.1,1.4,0.3
38.8,d_20010201,37.3,27.1,13.9,8.5,4.5,0,23.9,14.5,4.9,2.2,0.5
44.7,d_20010301,37.6,25.9,11.8,7,3.8,0,17.5,8.6,2.2,0.8,0.1
39.7,d_20010401,37.5,26.8,13,7.3,3.1,0,22.8,13.6,4.6,1.8,0.2
33.6,d_20010501,36.4,27.6,14.4,8.2,3.4,0,29.7,20.6,7.3,3,0.5
27,d_20010601,36.8,29.5,16.4,9.3,3.3,0,36.2,25.1,9.9,4.8,1.6
36.8,d_20010701,35.6,26,14.2,9.4,4.3,0,27.4,18.3,8.2,4.2,1.3
39.9,d_20010801,40.3,29.5,14.9,9.1,3.4,0,19.8,10.6,2.8,1,0.1
38.9,d_20010901,38,27.8,14,8.3,3,0,23,13.2,3,1.1,0.2
39,d_20011001,39.3,26.7,11.7,5.6,1.5,0,21.8,13.3,4.4,1.8,0.4
40.4,d_20011101,38.4,25.2,9.4,4.3,1.4,0,21,13.2,3.9,1.3,0.2
35.8,d_20011201,39.6,28.8,14.4,8.5,3.8,0,24.6,15.2,4.8,1.7,0.2
35.1,d_20020101,43,31.3,15.1,8.8,3.2,0,21.9,14.4,5.4,2.2,0.3
34.1,d_20020201,47.7,36.2,19.9,12.2,5.6,0,18.3,12.1,4.7,1.9,0.3
34.3,d_20020301,47.5,36.3,20.9,14,6.8,0,18.1,11.6,4.9,2.5,0.8
26.9,d_20020401,54.2,44.3,28.8,20.5,10.7,0,19.1,13.7,6.4,3.2,0.8
27.4,d_20020501,54.5,44.7,29.4,21.8,13.1,0,18.2,13.3,7.2,4.5,2.1
25.7,d_20020601,55.5,46.3,32.4,24.9,15.4,0,19,13.6,6.7,3.7,1.5
31.9,d_20020701,51.2,42.1,29.9,22.9,14.9,0,17,11,4.3,1.9,0.3
29.6,d_20020801,54,44.1,30,23.3,16,0,16.4,10.1,4.1,2.3,0.6
31.7,d_20020901,53.3,42.6,27.2,18.6,10.9,0,15,9,3.9,2.1,0.5
31.9,d_20021001,46.7,38.1,24.6,17.3,9.2,0,21.4,13.9,6,3.4,1.4
33.2,d_20021101,43.2,33.2,19.2,12.2,5.2,0,23.6,15.8,6.5,3.3,0.7
33.5,d_20021201,39.1,29.4,14.5,8.7,3.7,0,27.3,17.8,6.5,2.9,0.9
36.1,d_20030101,42.8,32.5,15.6,8.7,3.5,0,20.9,12.7,4.6,2.3,0.8
37.3,d_20030201,35.9,25.1,11.5,5.9,1.8,0,26.7,18,8.7,5,2.1
42.4,d_20030301,29.1,18.5,7.9,4.2,1.3,0,28.4,18.4,7.7,4.3,1.5
43.3,d_20030401,24.1,15.2,6.5,3.3,1.2,0,32.5,22,8.2,3.4,0.9
49.1,d_20030501,19.2,11.5,4.9,2.2,0.6,0,31.9,21.7,11.1,6.7,2.5
46.2,d_20030601,20.5,11.4,3.3,1.2,0.1,0,33.4,22.5,11.6,7.2,3.6
43.3,d_20030701,32,19.2,5.1,1.7,0.3,0,24.8,17.1,9.9,6.7,3.4
42.4,d_20030801,29.4,18,5.4,2.2,0.5,0,28.1,20.3,10.5,6.6,2.9
42.4,d_20030901,31,18.4,6.6,3.4,1.4,0,26.7,19.9,11.2,7.1,3.5
39.8,d_20031001,30.7,18.3,5.7,2.2,0.6,0,29.5,23.5,15.1,10.3,5.3
40.3,d_20031101,30.4,18.3,5.7,2.3,0.7,0,29.2,22.9,14.2,9.4,4.7
36.3,d_20031201,32.3,19.8,6.6,3,1.1,0,31.4,24.5,14.5,10.3,5.4
39,d_20040101,34.3,21.8,8.4,4,1.2,0,26.7,20.7,12,8.4,4.7
42.2,d_20040201,30.8,19.2,7.1,3,0.8,0,27.2,19.4,9.8,6,2.4
40.3,d_20040301,38.4,25.1,10.6,5.8,2.2,0,21.2,14.2,6.9,3.6,1.1
43.8,d_20040401,31.6,19.1,7.4,3.3,0.9,0,24.6,15.3,6.6,3.3,1
42,d_20040501,27.4,17.6,6.1,2.8,0.9,0,30.6,21.5,10.3,5.6,2.1
45.8,d_20040601,23.9,14,4.6,2.3,0.8,0,30.3,19.5,8.5,4.5,1.5
41.7,d_20040701,20.7,11.4,3,1.1,0.1,0,37.6,24.7,10.6,4.9,2
40.4,d_20040801,20.5,12.8,4,1.5,0.2,0,39.1,27.2,12,5.9,1.9
43,d_20040901,17.4,9.3,1.5,0.3,0,0,39.5,27.7,13,6.6,2.2
40.7,d_20041001,7.8,3.4,0.5,0.1,0,0,51.6,35.4,15.9,8,2.3
32.4,d_20041101,11,6.2,1.2,0.2,0,0,56.6,42.3,21.2,12.8,5.1
31.3,d_20041201,8.2,4,0.7,0.1,0,0,60.6,45.7,24.3,14.5,5
27.3,d_20050101,8,3.9,0.5,0.1,0,0,64.7,52.2,29.7,18.5,7.7
24.9,d_20050201,13,8.3,3.2,1.2,0.2,0,62.2,51.7,31.3,20.5,10.2
28.1,d_20050301,11.5,6.7,2.1,0.8,0.1,0,60.2,47.3,25.7,15.9,8.1
30.8,d_20050401,11.1,6.3,1.6,0.5,0.1,0,58.3,44.5,23.4,14.7,7.6
32.7,d_20050501,13.7,7.5,1.4,0.2,0,0,53.6,42,23.5,15,8.1
35.8,d_20050601,11.7,6.7,1.5,0.4,0,0,52.4,38.1,18.6,11.6,6.4
41.3,d_20050701,16,9.6,2.9,0.9,0.1,0,42.4,28.3,12.4,7.2,3.2
39.5,d_20050801,21.6,13.8,4.7,2.1,0.5,0,38.9,26.5,12.1,6.6,2.3
41.2,d_20050901,24,14.8,4.6,1.7,0.4,0,34.6,23.2,9.7,4.3,0.9
39.3,d_20051001,25.7,17.2,7.7,4.2,1.7,0,35.1,22.7,8.9,4.5,1.7
37.1,d_20051101,27.5,19.7,9.1,4.9,2,0,35.4,24,9.3,4.6,2.1
33.3,d_20051201,30.3,22.1,11.4,7.1,3.4,0,36.3,26.2,13,8.1,3.6
34,d_20060101,29.9,22,11.2,7,3,0,36.1,26.7,14.3,8.7,3.5
35.5,d_20060201,32.9,23.8,11.9,6.9,3.1,0,31.8,21.8,8.3,4.4,2.4
40.9,d_20060301,34.4,21.8,9.2,4.7,1.5,0,24.8,16.9,6.6,3.2,1.4
37,d_20060401,34.1,23.4,9.3,4,1.4,0,29.1,21.7,12,6.9,2.3
23.3,d_20060501,50.1,39.2,19.8,10.4,3.7,0,26.7,20.1,10.7,5.8,2.1
26.1,d_20060601,49.4,38.8,20.1,11.2,4.3,0,24.5,18.2,10.2,6,3.4
24.1,d_20060701,55.2,43.3,23.6,13.8,5.7,0,20.8,16.5,9,4.6,1.5
28.3,d_20060801,49.9,36,16.5,8.9,3.7,0,21.7,16.3,8,4,1
39.8,d_20060901,37.6,25.1,11,6,1.9,0,22.6,13.7,4.5,2.2,0.7
39.5,d_20061001,34.6,23.5,9.8,5,1.4,0,25.8,17.3,7.3,4,1.6
38.1,d_20061101,29.4,19.5,8.5,4.6,1.8,0,32.5,23,10,5.4,1.9
40.2,d_20061201,29.4,19.3,7.3,3.3,0.9,0,30.3,21.7,11.2,6.6,2.4
32.8,d_20070101,37.5,26.6,11.9,6.1,1.9,0,29.6,22.4,13.9,9.4,4.2
34.1,d_20070201,32.7,22.9,9.7,4.7,1.7,0,33.2,24.5,14,9,3.9
33,d_20070301,27,19.7,10.1,5.5,2.1,0,40,29.7,15.1,8.2,3
28.4,d_20070401,25.5,18.6,9,4.9,2.1,0,46.1,35.4,18.6,11.2,4.2
25.9,d_20070501,28.6,22.6,12.3,7,2.8,0,45.6,36.4,18.6,10.4,4.3
26.1,d_20070601,33.1,26.8,14.5,8.7,3.6,0,40.7,31.5,16.4,9,3.1
28.8,d_20070701,40.3,31.5,18,11.6,5.6,0,31,23.4,13.4,9.3,5.4
23.7,d_20070801,43.6,35.8,21.9,14.5,7.9,0,32.7,26.8,17.8,13.4,8.3
27.5,d_20070901,44.5,35.9,20.7,13.4,7.5,0,27.9,22,12.8,8.3,4.3
34.1,d_20071001,37.7,26.7,13.8,9.1,5,0,28.2,21.5,12.4,7.4,3.2
30.3,d_20071101,42.6,32,17.6,11.3,5.8,0,26.9,20.1,10.3,6,2.5
42.7,d_20071201,28.8,18.6,7.9,5,2.6,0,28.5,19.9,8.2,3.8,1.1
44.8,d_20080101,25.8,17,8.3,5.7,3.3,0,29.6,19.3,7.2,3.2,0.9
46.9,d_20080201,22.8,15.5,7.2,4.2,1.5,0,30.3,18.5,7.3,3.8,1.2
43.4,d_20080301,26.1,17.1,7.9,4.7,1.9,0,30.5,20.9,10,6,2.5
37.5,d_20080401,32.7,20.9,7.4,3.5,1.2,0,29.7,23.4,14.6,9.5,4.5
37.6,d_20080501,28.2,17.7,6.7,3.3,0.9,0,34.3,25.3,12.7,6.9,2.4
32.6,d_20080601,32.2,21.4,8.9,4.9,1.8,0,35.3,28.1,17.9,12.7,7
35.6,d_20080701,34.1,22.4,7.8,3.5,0.9,0,30.1,23.5,15.8,11.9,6.4
42.2,d_20080801,21.7,11.8,3,0.9,0.1,0,36.1,27.1,16.3,11.8,6.6
40.3,d_20080901,28.3,17.5,5.9,2.4,0.5,0,31.4,23.3,14.3,10.6,5.8
30.7,d_20081001,33.3,25.5,14.2,8.1,3.1,0,35.9,26.6,15.7,11.1,5.9
34.6,d_20081101,33.4,25.1,13.4,7.7,3.1,0,32,22.9,12.2,7.4,2.8
37.8,d_20081201,26,16.4,5.6,2.7,1,0,36.2,26.3,13.7,8.1,2.9
39.4,d_20090101,26.8,17.4,6.7,3.2,0.9,0,33.8,24.4,11.9,6.4,2.2
37.2,d_20090201,33.6,21.3,7.6,3.7,1.2,0,29.2,21.4,11.7,7.1,3
38.9,d_20090301,30.8,18.2,5.6,2.1,0.5,0,30.2,21.4,10.5,6.8,3.3
37,d_20090401,29,17,4.3,1.4,0.3,0,34,24.9,12.4,7.5,3.6
45.9,d_20090501,25.5,14.2,4.2,2.1,0.6,0,28.6,19.3,8.9,5.6,3
46.1,d_20090601,22.2,12.8,4.4,2.6,1.1,0,31.8,20.3,7.6,3.6,1.1
47.5,d_20090701,20.5,10.9,4.2,2.6,1.4,0,31.8,20.1,7.3,3.1,0.8
40.8,d_20090801,24.3,14.6,5.2,2.7,1.5,0,35.1,24.1,10.4,5.7,2.3
40.5,d_20090901,30.2,20.2,8.3,4.5,1.2,0,29.3,18.1,6.2,2.7,0.7
36.5,d_20091001,17.5,11.8,5.8,3.6,1.6,0,46,34.8,19.1,12.1,5.9
36.6,d_20091101,19,12.9,8,6.5,5,0,44.4,33.7,18.6,11.9,5.2
37,d_20091201,17.7,10.9,4.3,2.5,0.9,0,45.3,35.6,21.3,14.8,7.7
41.2,d_20100101,12.5,5.9,1,0.2,0,0,46.4,34.5,19.6,13.4,7.8
35.8,d_20100201,12.8,7.1,2,0.8,0.1,0,51.4,37.7,19.6,12.3,5.6
33.2,d_20100301,18.5,11.7,4.2,1.9,0.4,0,48.3,36,19.6,12.3,5.8
